"id","description","category","humidity_percents","energy_kcal","energy_kj","protein_g","lipid_g","cholesterol_mg","carbohydrate_g","fiber_g","ashes_g","calcium_mg","magnesium_mg","manganese_mg","phosphorus_mg","iron_mg","sodium_mg","potassium_mg","copper_mg","zinc_mg","retinol_mcg","re_mcg","rae_mcg","thiamine_mg","riboflavin_mg","pyridoxine_mg","niacin_mg","vitaminC_mg","saturated_g","monounsaturated_g","polyunsaturated_g","12:0_g","14:0_g","16:0_g","18:0_g","20:0_g","22:0_g","24:0_g","14:1_g","16:1_g","18:1_g","20:1_g","18:2 n-6_g","18:3 n-3_g","20:4_g","20:5_g","22:5_g","22:6_g","18:1t_g","18:2t_g","tryptophan_g","threonine_g","isoleucine_g","leucine_g","lysine_g","methionine_g","cystine_g","phenylalanine_g","tyrosine_g","valine_g","arginine_g","histidine_g","alanine_g","aspartic_g","glutamic_g","glycine_g","proline_g","serine_g"
283,"Cação, posta, crua","Pescados e frutos do mar",81.3766666666667,83.3330250195662,348.665376681865,17.8541666666667,0.786666666666667,36.1286666666667,0,"NA",1.24333333333333,8.70366666666667,19.299,0.035333333333333,181.453666666667,0.204,176.023666666667,299.024,0.128,0.316666666666667,5.996666667,5.996666667,5.996666667,0.036666666666667,"Tr","Tr",1.31,"",0.1,0.1,0.2,"Tr","Tr",0.07,0.07,"","","","","Tr",0.06,0.01,"Tr","",0.02,0.02,0.02,0.1,"","","","","","","","","","","","","","","","","","","",""
284,"Camarão, Rio Grande, grande, cozido","Pescados e frutos do mar",78.707,90.0136800963084,376.617237522954,18.9666666666667,1.00066666666667,240.854666666667,0,"NA",1.73433333333333,89.744,18.9115833333333,0.058,265.853333333333,1.278,366.552,101.735,0.169333333333333,1.23766666666667,"Tr","Tr","Tr","Tr","Tr","Tr",1.06666666666667,"",0.4,0.2,0.2,"",0.01,0.23,0.14,0.01,0.01,"Tr","",0.05,0.16,0.01,0.03,"Tr",0.04,0.08,0.01,0.09,0.01,"","","","","","","","","","","","","","","","","","",""
285,"Camarão, Rio Grande, grande, cru","Pescados e frutos do mar",89.1336666666667,47.1834367054304,197.415499175521,9.99166666666667,0.501,123.987,0,"NA",0.797333333333333,51.1163333333333,27.367,0.035333333333333,233.9225,0.668666666666667,201.128,72.0053333333333,0.111666666666667,0.713666666666667,20,20,20,"Tr","Tr","Tr","Tr","",0.1,0.1,0.2,"","Tr",0.08,0.04,"Tr","","","",0.02,0.06,"Tr",0.02,"Tr",0.02,0.08,0.01,"","Tr","","","","","","","","","","","","","","","","","","",""
286,"Camarão, Sete Barbas, sem cabeça, com casca, frito","Pescados e frutos do mar",61.0393333333333,231.246153850873,967.533907712054,18.3875,15.6203333333333,283.135333333333,2.87983333333333,"NA",2.073,959.701333333333,73.9716666666667,0.379333333333333,336.989333333333,2.439,99.055,106.773666666667,0.187666666666667,1.098,"Tr","Tr","Tr",0.053333333333333,"Tr","Tr",0.35,"",2.46833333333333,3.60866666666667,8.82633333333333,"","",1.692,0.587333333333333,0.045,0.084666666666667,0.029666666666667,"",0.045,3.544,"",7.76066666666667,0.821666666666667,0.045,0.084666666666667,"",0.099333333333333,"","","","","","","","","","","","","","","","","","","",""
287,"Caranguejo, cozido","Pescados e frutos do mar",76.9966666666667,82.7215015078386,346.106762308797,18.4791666666667,0.423,84.6053333333334,0,"NA",3.54533333333333,357.152666666667,52.2253333333333,0.072666666666667,153.689333333333,2.86166666666667,360.105666666667,185.831333333333,0.72,5.65,"Tr","Tr","Tr",0.04,0.31,"Tr",4.16666666666667,"Tr",0.2,0.2,"Tr","","",0.1,0.09,0.01,0.01,"","",0.01,0.14,"",0.03,"Tr","","","","","","","","","","","","","","","","","","","","","","","",""
288,"Corimba, cru","Pescados e frutos do mar",75.6433333333333,128.1554,536.2021936,17.3666666666667,5.98666666666667,40.23,-0.026666666666666,"NA",1.03,40.0533333333333,22.7666666666667,0.02,190.07,0.503333333333333,47.01,316.736666666667,0.033333333333333,0.4,"Tr","Tr","Tr","Tr","Tr","Tr",1.87333333333333,"",2.5,2.3,0.3,"",0.3,1.57,0.31,0.01,0.02,"","",1.21,1.02,0.01,0.09,0.12,0.03,0.04,0.01,0.03,0.04,"","","","","","","","","","","","","","","","","","",""
289,"Corimbatá, assado","Pescados e frutos do mar",59.9266666666667,261.452439410567,1093.91700649381,19.8979166666667,19.5663333333333,80.091,0,"NA",0.96,22.3043333333333,24.212,0.013333333333333,220.641333333333,0.971333333333333,40.426,326.497333333333,0.031666666666667,0.747666666666667,"Tr","Tr","Tr",0.133333333333333,0.06,"Tr",2.69666666666667,"",4.8,6.39333333333333,2.58333333333333,"",0.51,3.25333333333333,0.83,"","","","",2.91,3.22,0.263333333333333,0.43,0.166666666666667,0.16,0.836666666666667,0.326666666666667,0.256666666666667,"","","","","","","","","","","","","","","","","","","",""
290,"Corimbatá, cozido","Pescados e frutos do mar",64.562,238.696104867339,998.704502764947,20.13125,16.933,74.6173333333333,0,"NA",0.837666666666667,64.6856666666667,22.829,0.021333333333333,185.265,0.622666666666667,37.1656666666667,253.992,0.052333333333333,0.954,"Tr","Tr","Tr","Tr","Tr","Tr",2.09333333333333,"",4.45,6.47333333333333,2.28333333333333,"",0.523333333333333,3.14666666666667,0.676666666666667,"","","","",3.12333333333333,3.10666666666667,0.243333333333333,0.206666666666667,0.17,0.163333333333333,0.893333333333333,0.363333333333333,0.286666666666667,"","","","","","","","","","","","","","","","","","","",""
291,"Corvina de água doce, crua","Pescados e frutos do mar",79.2466666666667,101.009033333333,422.621795466667,18.9166666666667,2.24333333333333,73.11,0,"NA",1.02333333333333,39.43,24.5,0.02,153.823333333333,0.256666666666667,45.09,293.023333333333,0.02,0.36,8.12,8.12,8.12,"Tr",0.08,"Tr","*","",1.2,0.7,0.1,"",0.04,0.75,0.26,0.01,0.01,0.01,"",0.18,0.49,"Tr",0.04,0.03,0.02,0.01,"Tr","Tr",0.01,"","","","","","","","","","","","","","","","","","",""
292,"Corvina do mar, crua","Pescados e frutos do mar",79.3533333333333,94,391.520170933333,18.57,1.58333333333333,67.07,0,"NA",1.08333333333333,"*",23.75,0.01,183.08,0.376666666666667,67.97,338.703333333333,0.026666666666667,0.356666666666667,65.0166666666667,65.0166666666667,65.0166666666667,0.12,0.053333333333333,"Tr",2.62333333333333,"",0.7,0.5,0.1,"",0.05,0.46,0.13,0.01,"Tr",0.01,"",0.2,0.27,0.02,0.01,0.02,0.02,0.03,0.03,0.04,0.01,"","","","","","","","","","","","","","","","","","",""
293,"Corvina grande, assada","Pescados e frutos do mar",69.0263333333333,146.528141125361,613.073742468511,26.7666666666667,3.57366666666667,117.05,0,"NA",1.347,60.225,24.1013333333333,0.025,175.898,0.538333333333333,85.352,291.46,0.020333333333333,0.674666666666667,"Tr","Tr","Tr",0.113333333333333,0.1,"Tr",4.23333333333333,"",1.5,1.2,0.3,"",0.12,0.99,0.32,0.02,0.01,"Tr",0.01,0.42,0.69,0.03,0.03,"",0.04,0.05,0.04,0.05,0.02,"","","","","","","","","","","","","","","","","","",""
294,"Corvina grande, cozida","Pescados e frutos do mar",73.6093333333333,100.078124552965,418.726873129606,23.4375,2.56266666666667,122.556,0,"NA",0.904,69.3736666666667,22.2226666666667,0.018666666666667,163.555,0.578666666666667,68.39,194.035333333333,0.025333333333333,0.688666666666667,6.27666666666667,6.27666666666667,6.27666666666667,"Tr",0.033333333333333,"Tr",0.77,"",0.746666666666667,0.62,0.626666666666667,"",0.056666666666667,0.49,0.166666666666667,"","","","",0.23,0.333333333333333,0.026666666666667,0.02,0.013333333333333,0.086666666666667,0.173333333333333,0.1,0.203333333333333,0.01,"","","","","","","","","","","","","","","","","","",""
295,"Dourada de água doce, fresca","Pescados e frutos do mar",76.16,131.20831472377,548.975588804253,18.8104166666667,5.64166666666667,51.9893333333333,0,"NA",1.071,12.133,26.2626666666667,0.010333333333333,189.271666666667,0.152,40.2976666666667,392.505666666667,0.020333333333333,0.477,"Tr","Tr","Tr","Tr","Tr","Tr",3.70333333333333,"",2.97366666666667,1.41866666666667,0.357,0.005,0.193,1.848,0.66,0.028666666666667,0.045666666666667,0.037333333333333,"",0.294666666666667,1.04933333333333,0.074666666666667,0.137,"",0.062666666666667,0.022,0.025333333333333,0.044,0.020333333333333,"","","","","","","","","","","","","","","","","","",""
296,"Lambari, congelado, cru","Pescados e frutos do mar",71.8866666666667,130.840311009487,547.435861263692,16.8125,6.54666666666667,158.661333333333,0,"NA",3.57,1181.277,44.693,0.278,696.151666666667,0.905666666666667,47.92,244.401333333333,0.094,3.33666666666667,4.30666666666667,4.30666666666667,4.30666666666667,0.053333333333333,"Tr","Tr",3.3,"",2,2.2,1.2,0.02,0.16,1.24,0.47,0.02,0.04,"","",0.34,1.82,0.02,0.49,0.17,0.21,0.13,0.06,0.18,0.01,"","","","","","","","","","","","","","","","","","",""
297,"Lambari, congelado, frito","Pescados e frutos do mar",40.138,326.868399886608,1367.61738512557,28.425,22.782,246.323333333333,0,"NA",6.167,1881.039,66.2906666666667,0.337333333333333,1067.27766666667,0.813333333333333,64.5516666666667,331.169,0.306333333333333,5.625,9.44666666666667,9.44666666666667,9.44666666666667,0.253333333333333,0.03,0.04,8.93333333333333,"",5.5,7,8.1,"",0.22,3.4,1.39,0.09,0.12,0.04,0.04,0.02,6.72,0.11,6.43,0.78,0.34,0.03,0.08,0.23,0.04,0.06,"","","","","","","","","","","","","","","","","",""
298,"Lambari, fresco,cru","Pescados e frutos do mar",72.1656666666667,151.598346503218,634.287481769464,15.6520833333333,9.39733333333333,144.254666666667,0,"NA",2.211,590.272,31.6076666666667,0.413,440.931333333333,0.631333333333333,41.1093333333333,207.358333333333,0.052333333333333,2.418,"Tr","Tr","Tr","Tr",0.03,0.073333333333333,1.85666666666667,"",3.40333333333333,3.284,1.10233333333333,0.025333333333333,0.149333333333333,2.106,0.882666666666667,0.042333333333333,0.025333333333333,0.042333333333333,"",0.386333333333333,2.83566666666667,0.050666666666667,0.572333333333333,"",0.118333333333333,0.098666666666667,0.047666666666667,0.121,0.084666666666667,0.022666666666667,"","","","","","","","","","","","","","","","","",""
299,"Manjuba, com farinha de trigo, frita","Pescados e frutos do mar",41.305,343.550458723068,1437.41511929732,23.45,22.593,281.755,10.2403333333333,0.363333333333333,2.41166666666667,763.307333333333,46.8966666666667,0.355666666666667,577.935,3.04133333333333,36.52,319.265,0.154,3.76733333333333,29.9433333333333,29.9433333333333,29.9433333333333,0.05,0.066666666666667,"Tr",0.786666666666667,"",5.46333333333333,5.36366666666667,10.4253333333333,"",0.280666666666667,3.73666666666667,1.08,0.086333333333333,0.107666666666667,0.043333333333333,"",0.302666666666667,4.90266666666667,0.093666666666667,7.53066666666667,0.842333333333333,0.086333333333333,0.439333333333333,0.173,1.15966666666667,"",0.043333333333333,"","","","","","","","","","","","","","","","","",""
300,"Manjuba, frita","Pescados e frutos do mar",40.6806666666667,349.325231455366,1461.57676840925,30.1395833333333,24.46,270.340333333333,0,"NA",4.22533333333333,575.029,31.658,0.207333333333333,735.426333333333,0.916333333333333,40.61,318.18,0.137666666666667,3.235,12.0666666666667,12.0666666666667,12.0666666666667,0.03,0.033333333333333,"Tr",7.26666666666667,"",5.3,6,11.7,"",0.21,3.59,1.17,0.09,0.13,0.06,"",0.23,5.53,0.15,8.92,0.87,0.08,0.35,0.14,1.13,"","","","","","","","","","","","","","","","","","","",""
301,"Merluza, filé, assado","Pescados e frutos do mar",70.7273333333333,121.910218333333,510.072353506667,26.6041666666667,0.921333333333333,90.9716666666667,0,"NA",1.23933333333333,35.9056666666667,20.2683333333333,0.031666666666667,273.203,0.371333333333333,119.948666666667,363.57,0.031,0.887333333333333,"Tr","Tr","Tr",0.05,"Tr","Tr",7.96666666666667,"",0.2,0.1,0.3,"","",0.12,0.06,"","","Tr","","Tr",0.1,"Tr",0.02,"",0.02,0.03,"Tr",0.23,"","","","","","","","","","","","","","","","","","","",""
302,"Merluza, filé, cru","Pescados e frutos do mar",82.0733333333333,89.1308666666667,372.923546133333,16.6066666666667,2.02,57.18,0,"NA",1.14333333333333,20.4,27.02,0.01,184.57,0.186666666666667,79.5033333333333,339.526666666667,"Tr",0.326666666666667,"Tr","Tr","Tr","Tr","Tr","Tr",1.34333333333333,"",0.9,0.5,0.4,"",0.17,0.59,0.08,"Tr","",0.02,"",0.15,0.35,"Tr",0.03,0.05,0.02,0.03,0.02,0.11,"","","","","","","","","","","","","","","","","","","",""
303,"Merluza, filé, frito","Pescados e frutos do mar",63.4616666666667,191.627478375832,801.769369524482,26.9291666666667,8.49666666666667,109.104333333333,0,"NA",1.53133333333333,35.6276666666667,38.136,0.023333333333333,278.927333333333,0.383333333333333,89.9613333333333,446.619333333333,0.027,0.557333333333333,"Tr","Tr","Tr",0.05,"Tr","Tr",0.77,"",1.4,2.08666666666667,4.27333333333333,"",0.08,1.03333333333333,0.26,"",0.026666666666667,"","",0.136666666666667,1.77333333333333,0.096666666666667,3.07,0.356666666666667,"",0.19,"Tr",0.6,"","","","","","","","","","","","","","","","","","","",""
304,"Pescada, branca, crua","Pescados e frutos do mar",79.57,110.8763,463.9064392,16.2633333333333,4.59333333333333,50.77,0,"NA",0.936666666666667,15.74,19.2033333333333,0.01,135.853333333333,0.163333333333333,76.1666666666667,261.396666666667,"Tr",0.25,2.77,2.77,2.77,"Tr",0.04,"Tr",0.603333333333333,"",0.8,2.4,0.9,"",0.04,0.4,0.22,0.02,0.01,0.01,"",0.75,1.61,"Tr",0.04,0.05,0.05,0.18,0.13,0.43,0.01,"","","","","","","","","","","","","","","","","","",""
305,"Pescada, branca, frita","Pescados e frutos do mar",57.0033333333333,223.039732369304,933.198240233167,27.35625,11.777,165.439666666667,0,"NA",3.239,378.27,30.0766666666667,0.055333333333333,504.103333333333,0.506666666666667,107.232666666667,355.149666666667,0.084666666666667,1.12433333333333,39.35,39.35,39.35,0.08,0.113333333333333,"Tr",8.06666666666667,"",2.3,3.2,5.2,"",0.14,1.55,0.48,0.04,0.05,0.02,"",0.16,2.78,0.19,4.21,0.41,0.02,0.01,0.03,0.45,0.01,0.06,"","","","","","","","","","","","","","","","","",""
306,"Pescada, filé, com farinha de trigo, frito","Pescados e frutos do mar",53.202,283.425214431961,1185.85109718333,21.4354166666667,19.115,72.9713333333333,5.03325000000001,"Tr",1.21433333333333,26.4343333333333,28.397,0.066333333333333,216.374333333333,0.937333333333333,90.5066666666667,216.374333333333,0.031,0.429666666666667,17.5,17.5,17.5,"Tr",0.03,"Tr",0.603333333333333,"",2.17666666666667,4.44,9.05333333333334,"","",1.54666666666667,0.526666666666667,0.043333333333333,0.06,"","",0.46,3.91333333333333,0.066666666666667,6.62666666666667,0.753333333333333,0.053333333333333,0.223333333333333,0.083333333333333,0.54,"","","","","","","","","","","","","","","","","","","",""
307,"Pescada, filé, cru","Pescados e frutos do mar",79.52,107.205566666667,448.548090933333,16.65,4.00333333333333,64.84,0,"NA",0.9,13.5466666666667,22.8,0.01,141.25,0.173333333333333,77.4966666666667,253.056666666667,"Tr",0.253333333333333,47.86,47.86,47.86,"Tr",0.046666666666667,"Tr",3.10333333333333,"",0.9,2.3,0.3,"",0.05,0.47,0.24,0.02,0.01,0.01,"",0.77,1.51,"Tr",0.03,0.04,0.02,0.06,0.04,0.13,0.01,"","","","","","","","","","","","","","","","","","",""
308,"Pescada, filé, frito","Pescados e frutos do mar",66.804,154.270025,645.4657846,28.5875,3.57,80.8053333333333,0,"NA",1.656,10.3246666666667,21.1226666666667,"Tr",203.712,0.320333333333333,114.905333333333,248.64,0.030333333333333,0.605666666666667,4.21666666666667,4.21666666666667,4.21666666666667,0.14,"Tr","Tr",8.86666666666667,"",1,1.1,1.2,"",0.06,0.64,0.23,0.02,0.01,"Tr","",0.1,0.98,0.04,0.87,0.07,0.02,0.02,0.01,0.12,0.02,0.01,"","","","","","","","","","","","","","","","","",""
309,"Pescada, filé, molho escabeche","Pescados e frutos do mar",74.5323333333333,141.958322875023,593.953622909096,11.75,8.024,43.3953333333333,5.01533333333334,0.78,0.678333333333333,20.1163333333333,18.063,0.076333333333333,105.464333333333,1.47433333333333,51.2876666666667,208.243,0.364666666666667,0.29,19.1866666666667,"","","Tr",0.03,"Tr",1.10333333333333,6.89333333333333,1.30666666666667,2.94666666666667,4.3,"","",0.963333333333333,0.283333333333333,0.026666666666667,0.033333333333333,"","",0.09,2.82,0.036666666666667,3.74666666666667,0.406666666666667,"",0.03,0.016666666666667,0.1,"","","","","","","","","","","","","","","","","","","",""
310,"Pescadinha, crua","Pescados e frutos do mar",80.6233333333333,76.4089083333333,319.694872466667,15.4791666666667,1.14333333333333,83.607,0,"NA",2.02,331.597333333333,33.775,0.065666666666667,326.818666666667,0.547,120.338666666667,303.831,0.101466666666667,0.551666666666667,"Tr","Tr","Tr",0.083333333333333,"Tr","Tr",6.6,"",0.3,0.2,0.4,"",0.02,0.19,0.05,"","","Tr","",0.03,0.15,0.01,0.01,0.01,0.01,0.09,0.01,0.23,"","","","","","","","","","","","","","","","","","","",""
311,"Pintado, assado","Pescados e frutos do mar",56.98,191.559141127586,801.483446477821,36.45,3.982,125.959666666667,0,"NA",2.02666666666667,113.542,42.3576666666667,0.081333333333333,331.797,0.777,80.9526666666667,527.153,0.036333333333333,2.099,6.56666666666667,6.56666666666667,6.56666666666667,0.03,"Tr","Tr",6.63333333333333,"",1.8,1.3,0.3,"Tr",0.16,1.05,0.46,0.02,0.01,"",0.02,0.18,0.97,0.06,0.12,0.06,0.04,0.01,"",0.02,"Tr",0.01,"","","","","","","","","","","","","","","","","",""
312,"Pintado, cru","Pescados e frutos do mar",80.27,91.0832333333333,381.092248266667,18.5566666666667,1.31333333333333,50.3,0,"NA",1.08333333333333,12.0033333333333,23.6966666666667,0.01,174.473333333333,0.216666666666667,43.3366666666667,293.646666666667,0.03,0.393333333333333,"Tr","Tr","Tr","Tr","Tr","Tr",4.95333333333333,"",0.6,0.4,0.1,"",0.03,0.4,0.12,"Tr","Tr","Tr","",0.12,0.32,"Tr",0.02,0.02,0.01,0.01,0.01,0.01,"Tr","","","","","","","","","","","","","","","","","","",""
313,"Pintado, grelhado","Pescados e frutos do mar",65.4943333333333,152.190088333333,636.763329586667,30.7958333333333,2.294,99.3026666666667,0,"NA",1.57366666666667,68.9763333333333,26.7403333333333,0.030333333333333,237.293666666667,0.475333333333333,53.0886666666667,360.153333333333,0.037666666666667,0.756333333333333,5.1333333,5.1333333,5.1333333,0.03,"Tr","Tr",2.86666666666667,"",1.1,0.7,0.2,"Tr",0.04,0.61,0.34,0.01,0.01,"",0.01,0.09,0.5,0.03,0.09,0.02,0.02,0.01,"Tr","Tr","Tr","Tr","","","","","","","","","","","","","","","","","",""
314,"Porquinho, cru","Pescados e frutos do mar",79.1666666666667,93.0245666666667,389.214786933333,20.49,0.613333333333333,48.61,0,"NA",1.25666666666667,25.8833333333333,24.35,0.053333333333333,207.303333333333,0.386666666666667,66.73,313.416666666667,0.036666666666667,0.656666666666667,4.65333333333333,4.65333333333333,4.65333333333333,"Tr","Tr","Tr",1.19333333333333,"",0.4,0.1,"Tr","Tr",0.01,0.19,0.14,"Tr","Tr","Tr","",0.01,0.11,"Tr",0.02,"Tr","Tr","Tr","","Tr","Tr","","","","","","","","","","","","","","","","","","",""
315,"Salmão, filé, com pele, fresco,  grelhado","Pescados e frutos do mar",60.9273333333333,228.731775135318,957.013747166172,23.91875,14.0353333333333,85.3096666666667,0,"NA",1.29033333333333,28.7573333333333,27.786,0.015666666666667,299.723333333333,0.543666666666667,85.135,383.936333333333,0.043333333333333,0.559666666666667,"Tr","Tr","Tr",0.126666666666667,0.06,"Tr",5.34666666666667,"",3.14,4.36,6.97,"",0.506666666666667,2.02333333333333,0.61,"","","","",0.693333333333333,3.37,0.23,2.99,0.396666666666667,0.093333333333333,1.20666666666667,0.593333333333333,1.22,"","","","","","","","","","","","","","","","","","","",""
316,"Salmão, sem pele, fresco, cru","Pescados e frutos do mar",68.984,169.781579910556,710.366130345768,19.2520833333333,9.709,53.027,0,"NA",1.22233333333333,8.748,27.4216666666667,"Tr",258.799,0.24,64.2416666666667,376.495666666667,0.022333333333333,0.344,"Tr","Tr","Tr",0.196666666666667,0.03,"Tr",3.21,"",2.47233333333333,2.9,3.13266666666667,0.012333333333333,0.301333333333333,1.38933333333333,0.493333333333333,0.042,0.119333333333333,0.068,"",0.363,2.25566666666667,0.189333333333333,1.73433333333333,0.026666666666667,0.044333333333333,0.429,0.217,0.461333333333333,"","","","","","","","","","","","","","","","","","","",""
317,"Salmão, sem pele, fresco, grelhado","Pescados e frutos do mar",58.128,242.706569487095,1015.48428673401,26.1416666666667,14.5323333333333,72.8156666666667,0,"NA",1.61366666666667,15.086,37.8603333333333,0.012666666666667,352.158333333333,0.372666666666667,95.8113333333333,517.902,0.036666666666667,0.497333333333333,"Tr","Tr","Tr",0.233333333333333,0.03,"Tr",6.30333333333333,"",3.57866666666667,4.14566666666667,4.97933333333333,0.013,0.423,2.00066666666667,0.732333333333333,0.052,0.174666666666667,0.104666666666667,"",0.536333333333333,3.18233333333333,0.287666666666667,2.433,0.331333333333333,0.074,0.715333333333333,0.357333333333333,0.745666666666667,0.021666666666667,"","","","","","","","","","","","","","","","","","",""
318,"Sardinha, assada","Pescados e frutos do mar",60.08,164.350788333333,687.643698386667,32.1791666666667,2.98733333333333,108.989333333333,0,"NA",4.35233333333333,437.727333333333,51.3613333333333,0.242,577.780333333333,1.251,74.4683333333333,574.338666666667,0.137333333333333,1.82033333333333,"Tr","Tr","Tr",0.063333333333333,"Tr","Tr",5.83333333333333,"",1.7,0.5,0.3,"",0.16,1.07,0.36,0.03,0.02,0.01,"Tr",0.11,0.33,0.02,0.04,0.02,0.02,0.05,"Tr",0.18,"","","","","","","","","","","","","","","","","","","",""
319,"Sardinha, conserva em óleo","Pescados e frutos do mar",55.1426666666667,284.981004871249,1192.36052438131,15.9395833333333,24.0486666666667,72.567,0,"NA",2.86466666666667,550.243333333333,35.27,0.112666666666667,496.373333333333,3.53733333333333,665.840333333333,367.133666666667,0.033666666666667,1.63833333333333,"Tr","Tr","Tr",0.416666666666667,0.036666666666667,"Tr",6.55333333333333,"",4.1,5.5,11.9,"",0.32,2.66,0.84,0.11,0.11,0.04,"",0.33,5.03,0.09,9.78,0.99,0.09,0.44,0.06,0.46,"",0.07,"","","","","","","","","","","","","","","","","",""
320,"Sardinha, frita","Pescados e frutos do mar",48.489,257.0407,1075.4582888,33.3833333333333,12.6933333333333,102.874666666667,0,"NA",4.30166666666667,482.074666666667,38.8326666666667,0.246666666666667,628.764,1.12366666666667,60.099,459.942666666667,0.142666666666667,1.64266666666667,"Tr","Tr","Tr",0.063333333333333,"Tr","Tr",7.1,"",2.6,3.1,6.1,"",0.07,1.71,0.62,0.06,0.07,0.02,"",0.06,2.92,0.04,5.13,0.43,0.03,0.09,0.01,0.36,"",0.09,"","","","","","","","","","","","","","","","","",""
321,"Sardinha, inteira, crua","Pescados e frutos do mar",76.64,113.900366666667,476.559134133333,21.0766666666667,2.65,60.5,0,"NA",1.6,167.333333333333,28.5266666666667,0.096666666666667,293.896666666667,1.33666666666667,60.3866666666667,312.37,0.13,1.29,"Tr","Tr","Tr","Tr",0.07,"Tr",7.7,"",1.7,0.5,0.2,"Tr",0.21,1,0.27,0.02,0.01,0.01,"",0.13,0.28,0.02,0.03,0.02,0.01,0.03,"Tr",0.06,"Tr","","","","","","","","","","","","","","","","","","",""
322,"Tucunaré, filé, congelado, cru","Pescados e frutos do mar",79.8833333333333,87.686483549277,366.880247170175,17.9583333333333,1.22,46.8973333333333,-0.045000000000008,"NA",0.983333333333333,19.2203333333333,25.641,0.011,167.866666666667,0.269333333333333,56.5543333333333,288.063,0.095333333333333,0.441,"Tr","Tr","Tr","Tr",0.05,"Tr",0.9,"",0.6,0.4,0.4,"Tr",0.03,0.37,0.17,0.01,0.02,"Tr","",0.08,0.26,0.01,0.09,0.02,0.1,"",0.02,0.12,0.01,"Tr","","","","","","","","","","","","","","","","","",""
323,"Apresuntado","Carnes e derivados",73.72,128.857255812009,539.138758317446,13.45,6.69066666666667,37.671,2.862,"NA",3.27733333333333,22.5773333333333,15.262,0.039333333333333,225.386,0.877666666666667,942.933,270.073666666667,0.029333333333333,1.64966666666667,"Tr","","",0.623333333333333,0.036666666666667,"Tr",0.696666666666667,"Tr",1.93333333333333,2.58666666666667,1.13333333333333,"",0.066666666666667,1.23333333333333,0.613333333333333,"","","","",0.133333333333333,2.39333333333333,0.043333333333333,1.00333333333333,0.043333333333333,"","","","","","",0.160578828185853,0.671594800289829,0.741981128520967,1.15737786070102,1.26016537904175,0.445684801195544,0.241651219998189,0.693583509645865,0.590408075355493,0.791705828276424,1.18700238927633,0.768737120731818,0.863419237387917,1.35522520333303,2.54190092654651,0.763704421700933,0.666858142378408,0.641051523412734
324,"Caldo de carne, tablete","Carnes e derivados",2.93,240.623333333333,1006.76802666667,7.82,16.57,"Tr",15.0533333333333,0.576666666666667,57.6266666666667,129.03,22.06,0.021,123.04,"Tr",22179.6666666667,218.153333333333,"Tr","Tr","Tr","","",0.703333333333334,0.07,0.266666666666667,"Tr","",7.8,2.5,0.1,"",0.14,3.91,3.64,0.05,0.02,"","",0.03,2.47,"",0.13,"","","","","",5.32,0.1,"","","","","","","","","","","","","","","","","",""
325,"Caldo de galinha, tablete","Carnes e derivados",3.38266666666667,251.445666666667,1052.04866933333,6.27916666666667,20.4163333333333,2.11266666666667,10.6455,11.8106666666667,59.2763333333333,16.36,12.7906666666667,0.13,48.0573333333333,0.689333333333333,22299.9003333333,68.028,"Tr",0.258,"Tr","","",0.05,0.036666666666667,"Tr","*","",9.4,3.2,0.2,0.09,0.12,3.98,5.07,0.07,0.05,0.02,"",0.04,3.14,"",0.25,"","","","","",6.19,0.11,"","","","","","","","","","","","","","","","","",""
326,"Carne, bovina, acém, moído, cozido","Carnes e derivados",61.62,212.4204,888.7669536,26.6866666666667,10.9166666666667,103.13,0,"NA",0.84,4.02666666666667,17.07,0.013,164.443333333333,2.65333333333333,52.3566666666667,255.706666666667,0.063333333333333,8.1,"Tr","Tr","Tr","Tr",0.316666666666667,"Tr",1.76333333333333,"",4.8,4.6,0.3,"",0.27,2.5,1.83,0.01,0.01,"","",0.33,4.17,0.03,0.22,0.02,0.02,"","","",0.22,0.02,"","","","","","","","","","","","","","","","","",""
327,"Carne, bovina, acém, moído, cru","Carnes e derivados",72.7033333333333,136.562333333333,571.376802666667,19.42,5.94666666666667,57.94,0,"NA",0.933333333333334,2.61,14.1366666666667,"Tr",157.613333333333,1.76333333333333,48.6133333333333,237.303333333333,0.075666666666667,6.33333333333333,2.32,2.32,2.32,0.153333333333333,0.213333333333333,0.03,4.33,"",2.7,2.4,0.1,"",0.14,1.35,1.09,0.01,0.01,"","",0.18,2.22,0.01,0.12,0.01,0.01,"","","",0.1,"","","","","","","","","","","","","","","","","","",""
328,"Carne, bovina, acém, sem gordura, cozido","Carnes e derivados",60.3833333333333,214.610566666667,897.930610933333,27.27,10.8833333333333,106.75,0,"NA",0.83,7.11,14.44,"Tr",164.2,2.36666666666667,56.1733333333333,254.423333333333,0.073333333333333,7.97,"Tr","Tr","Tr","Tr",0.04,0.07,1.62666666666667,"",5.5,3.7,0.3,0.01,0.36,2.68,2.16,0.01,0.01,"","",0.33,3.32,0.04,0.22,0.03,0.01,"","","",0.28,0.02,"","","","","","","","","","","","","","","","","",""
