"id","description","category","humidity_percents","energy_kcal","energy_kj","protein_g","lipid_g","cholesterol_mg","carbohydrate_g","fiber_g","ashes_g","calcium_mg","magnesium_mg","manganese_mg","phosphorus_mg","iron_mg","sodium_mg","potassium_mg","copper_mg","zinc_mg","retinol_mcg","re_mcg","rae_mcg","thiamine_mg","riboflavin_mg","pyridoxine_mg","niacin_mg","vitaminC_mg","saturated_g","monounsaturated_g","polyunsaturated_g","12:0_g","14:0_g","16:0_g","18:0_g","20:0_g","22:0_g","24:0_g","14:1_g","16:1_g","18:1_g","20:1_g","18:2 n-6_g","18:3 n-3_g","20:4_g","20:5_g","22:5_g","22:6_g","18:1t_g","18:2t_g","tryptophan_g","threonine_g","isoleucine_g","leucine_g","lysine_g","methionine_g","cystine_g","phenylalanine_g","tyrosine_g","valine_g","arginine_g","histidine_g","alanine_g","aspartic_g","glutamic_g","glycine_g","proline_g","serine_g"
148,"Rabanete, cru","Verduras, hortaliças e derivados",95.0633333333333,13.7381260869565,57.480319547826,1.39130434782609,0.073333333333333,"NA",2.72536231884058,2.19333333333333,0.746666666666667,20.8666666666667,9.61333333333333,0.07,24.9833333333333,0.35,10.9933333333333,327.696666666667,0.02,0.18,"NA","","",0.056666666666667,0.02,0.04,"Tr",9.63333333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
149,"Repolho, branco, cru","Verduras, hortaliças e derivados",94.72,17.1188028985507,71.6250713275362,0.876811594202899,0.143333333333333,"NA",3.85985507246377,1.89,0.4,34.5466666666667,8.51333333333333,0.126666666666667,14.2,0.15,3.64333333333333,150.09,0.016666666666667,0.15,"NA",6,3,"Tr",0.03,0.056666666666667,"Tr",18.7166666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
150,"Repolho, roxo, cru","Verduras, hortaliças e derivados",90.0843333333333,30.9075029543241,129.316992360892,1.90833333333333,0.063666666666667,"NA",7.204,1.97333333333333,0.739666666666667,43.6703333333333,18.0243333333333,0.252666666666667,57.7123333333333,0.516333333333333,2.33766666666667,328.068666666667,0.901666666666667,0.254666666666667,"NA","","",0.07,"Tr",0.093333333333333,"Tr",43.2,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
151,"Repolho, roxo, refogado","Verduras, hortaliças e derivados",88.699,41.7735252897143,174.780429812165,1.80208333333333,1.24033333333333,"NA",7.56158333333333,1.75,0.697,42.588,17.248,0.261,59.383,0.466333333333333,3.41666666666667,321.453,0.022333333333333,0.256333333333333,"NA","","",0.066666666666667,"Tr",0.073333333333333,0.626,40.52,0.193333333333333,0.284,0.680666666666667,"","",0.151666666666667,0.041666666666667,"Tr","Tr","Tr","","",0.284,"Tr",0.608666666666667,0.072,"","","","","","Tr",0.008287133333333,0.032547821333333,0.059697648,0.072100163333333,0.067395006666667,0.009562762933333,0.003752851466667,0.047399037333333,0.044397580666667,0.071167966,0.067015986,0.043413641333333,0.095487126666667,0.16896918,0.525677686666667,0.060605026,0.083623906,0.081009883333333
152,"Rúcula, crua","Verduras, hortaliças e derivados",94.8156666666667,13.1332566072941,54.9495456449184,1.76666666666667,0.107333333333333,"NA",2.21966666666666,1.74,1.09066666666667,116.563333333333,17.7906666666667,0.235666666666667,25.1656666666667,0.939,9.418,233.400333333333,0.041,0.228666666666667,"NA",532.75,266.375,0.043333333333333,"Tr","Tr",0.35,46.2933333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
153,"Salsa, crua","Verduras, hortaliças e derivados",88.65,33.4241115942029,139.846482910145,3.25724637681159,0.61,"NA",5.70608695652174,1.85,1.77666666666667,179.413333333333,20.896666667,1.87666666666667,49.35,3.18,2.3,711.296666666667,0.2,1.32333333333333,"NA",1743.25,871.625,0.116666666666667,0.15,0.466666666666667,0.72,51.6933333333333,0.081333333333333,"Tr",0.195666666666667,"","",0.081333333333333,"Tr","Tr","Tr","Tr","","Tr",0.023,"",0.108333333333333,0.087333333333333,"","","Tr","","","","","","","","","","","","","","","","","","","","",""
154,"Seleta de legumes, enlatada","Verduras, hortaliças e derivados",82.1466666666667,56.5337724637681,236.537303988406,3.42028985507246,0.353333333333333,"NA",12.6697101449275,3.09,1.41,16.1566666666667,15.6133333333333,0.131,49.0333333333333,1.06,398.136666666667,122.213333333333,0.083333333333333,0.526666666666667,"NA",244.166666666667,122.083333333333,0.03,"Tr","Tr",3.71666666666667,"Tr",0.124333333333333,0.222333333333333,0.211333333333333,"","",0.096333333333333,0.028,"Tr","Tr","Tr","","",0.222333333333333,"",0.198333333333333,0.013,"","","","","Tr","Tr","","","","","","","","","","","","","","","","","",""
155,"Serralha, crua","Verduras, hortaliças e derivados",90.2483333333333,30.3979341666666,127.184956553333,2.67291666666667,0.742666666666667,"NA",4.94675,3.5185,1.38933333333333,126.023666666667,29.5516666666667,0.23,48.256,1.26933333333333,19.347,265.266333333333,0.202666666666667,1.33166666666667,"NA",1134,567,"Tr",0.113333333333333,0.08,"Tr",1.51,0.1,0.1,0.3,"Tr","Tr",0.13,0.02,0.02,0.02,"Tr","","",0.04,"",0.07,0.26,"","","","","","","","","","","","","","","","","","","","","","","",""
156,"Taioba, crua","Verduras, hortaliças e derivados",89.243,34.2089183333333,143.130114306667,2.89583333333333,0.926666666666667,"NA",5.43049999999999,4.45366666666667,1.504,141.087,37.9226666666667,0.661666666666667,52.7633333333333,1.90666666666667,1.16066666666667,290.319666666667,0.158666666666667,0.606333333333333,"NA",1160,580,"Tr",0.103333333333333,0.096666666666667,"Tr",17.94,0.2,0.1,0.4,"Tr","Tr",0.18,0.04,0.02,"Tr",0.01,"",0.02,0.05,"",0.12,0.25,"","","","","","","","","","","","","","","","","","","","","","","",""
157,"Tomate, com semente, cru","Verduras, hortaliças e derivados",95.1266666666667,15.3351565217392,64.1622948869566,1.09782608695652,0.173333333333333,"NA",3.13884057971015,1.17333333333333,0.463333333333333,6.94,10.54,0.066666666666667,20.1933333333333,0.236666666666667,1.02,222.386666666667,0.036666666666667,0.136666666666667,"NA",54,27,0.116666666666667,"Tr",0.023333333333333,"Tr",21.2133333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
158,"Tomate, extrato","Verduras, hortaliças e derivados",79.6633,60.9334336521739,254.945486400696,2.43478260869565,0.19,"NA",14.9586173913043,2.80333,2.7533,29.0766,29.3266,0.177,47.1566666666667,2.09333333333333,497.933333333333,679.91,0.203333333333333,0.366666666666667,"NA",166,83,"Tr","Tr",0.11,2.42,18.01,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
159,"Tomate, molho industrializado","Verduras, hortaliças e derivados",88.1366666666667,38.4465494604906,160.860362942693,1.375,0.903333333333333,"NA",7.71166666666668,3.11666666666667,1.87333333333333,11.7293333333333,16.7893333333333,0.082666666666667,27.2103333333333,1.57733333333333,418.280666666667,388.195,0.077666666666667,0.129,"NA",76,38,"Tr","Tr",0.063333333333333,"Tr",2.70666666666667,0.1,0.1,0.2,"Tr","Tr",0.06,0.02,"Tr","Tr","Tr","","Tr",0.09,"Tr",0.17,0.02,"","","","","Tr","Tr","","","","","","","","","","","","","","","","","",""
160,"Tomate, purê","Verduras, hortaliças e derivados",90.7933333333333,27.9368797101449,116.887904707246,1.36231884057971,"Tr","NA",6.89434782608695,1.02666666666667,0.95,13.2433333333333,15.4366666666667,"",30.01,1.25,103.93,308.243333333333,0.093333333333333,0.333333333333333,"NA",90,45,"Tr","Tr",0.07,1.18,5.38333333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
161,"Tomate, salada","Verduras, hortaliças e derivados",93.632,20.5469091666666,85.9682679533332,0.810416666666667,"Tr","NA",5.11791666666666,2.26833333333333,0.404,6.94633333333333,9.50366666666667,0.044,23.3776666666667,0.290333333333333,5.243,161.155,0.072,0.173,"NA","","",0.057333333333333,0.042333333333333,0.05,"Tr",12.804,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
162,"Vagem, crua","Verduras, hortaliças e derivados",92.1666666666667,24.8983579710145,104.174729750725,1.78623188405797,0.173333333333333,"NA",5.34710144927536,2.38333333333333,0.526666666666667,41.1,17.8333333333333,0.5,27.99,0.43,"Tr",208.203333333333,0.056666666666667,0.33,"NA",32.0833333333333,16.0416666666667,"Tr",0.08,"Tr","Tr",1.15333333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
163,"Abacate, cru","Frutas e derivados",83.7866666666667,96.1547086956522,402.311301182609,1.23913043478261,8.39666666666667,"NA",6.0308695652174,6.31333333333333,0.546666666666667,7.91666666666667,14.6833333333333,0.173333333333333,21.9533333333333,0.206666666666667,"Tr",206.256666666667,0.146666666666667,0.216666666666667,"NA","","","Tr",0.043333333333333,"Tr","Tr",8.66,2.3,4.3,1.4,"",0.01,2.2,0.1,0.02,"","","",0.2,4.12,0.02,1.29,0.08,"","","","","","","","","","","","","","","","","","","","","","","",""
164,"Abacaxi, cru","Frutas e derivados",86.3166666666667,48.3222130434782,202.180139373913,0.858695652173913,0.123333333333333,"NA",12.3346376811594,0.986666666666667,0.366666666666667,22.4333333333333,18.44,1.62333333333333,12.78,0.256666666666667,"Tr",131.34,0.106666666666667,0.143333333333333,"NA","","",0.173333333333333,0.02,"Tr","Tr",34.6233333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
165,"Abacaxi, polpa, congelada","Frutas e derivados",91.2946666666667,30.5917991943359,127.996087829102,0.466666666666667,0.113333333333333,"NA",7.79866666666666,0.326666666666667,0.326666666666667,13.538,10.0713333333333,1.02066666666667,7.626,0.357333333333333,1.23633333333333,106.684333333333,0.039,0.060333333333333,"NA",2.25555555555556,1.12777777777778,0.046666666666667,"Tr","Tr","Tr",1.24666666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
166,"Abiu, cru","Frutas e derivados",83.1443333333333,62.4240984085401,261.182427741332,0.833333333333333,0.703333333333333,"NA",14.927,1.696,0.392,5.78,9.29633333333334,0.080333333333333,20.2883333333333,0.158666666666667,"Tr",128.339,0.093,0.098666666666667,"NA","","","Tr",0.036666666666667,0.05,"Tr",10.2833333333333,0.3,0.1,0.1,"","",0.3,0.03,"","","","","",0.11,"",0.1,0.02,"","","","","","","","","","","","","","","","","","","","","","","",""
167,"Açaí, polpa, com xarope de guaraná e glucose","Frutas e derivados",73.8786666666667,110.29759,461.48511656,0.720833333333333,3.66033333333333,"NA",21.4551666666667,1.72333333333333,0.285,22.159,12.7263333333333,3.28566666666667,10.7923333333333,0.268333333333333,15.0986666666667,75.4943333333333,0.139666666666667,0.194,"NA","","","Tr","Tr",0.073333333333333,"Tr",10.27,0.7,1.9,0.3,"","Tr",0.58,0.07,"Tr","","","",0.07,1.88,"Tr",0.3,0.02,"","","","","","","","","","","","","","","","","","","","","","","",""
168,"Açaí, polpa, congelada","Frutas e derivados",88.7003333333333,58.0453688728213,242.861823363884,0.797916666666667,3.94433333333333,"NA",6.20841666666667,2.55333333333333,0.349,35.18,17.04,6.16,16.4283333333333,0.432333333333333,5.177,123.616666666667,0.182666666666667,0.265333333333333,"NA","","","Tr",0.04,0.07,"Tr","Tr",0.731333333333333,2.014,0.377,"","Tr",0.656666666666667,0.068666666666667,"Tr","","","",0.083333333333333,1.93066666666667,"",0.354,0.023,"","","","","","","","","","","","","","","","","","","","","","","",""
169,"Acerola, crua","Frutas e derivados",90.5306666666667,33.46227,140.00613768,0.90625,0.207666666666667,"NA",7.96641666666667,1.51133333333333,0.389,12.5523333333333,13.1333333333333,0.072666666666667,9.237,0.222,"Tr",164.988666666667,0.067,0.145333333333333,"NA",247,123.5,"Tr",0.041,"Tr",1.38333333333333,941.369666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
170,"Acerola, polpa, congelada","Frutas e derivados",93.6096666666667,21.9368,91.7835711999999,0.591666666666667,"Tr","NA",5.54133333333333,0.703333333333333,0.257333333333333,7.59333333333333,8.658,0.033666666666667,12.857,0.167333333333333,1.28,111.985666666667,0.039333333333333,0.072666666666667,"NA",192,96,"Tr",0.096,"Tr","Tr",623.239333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
171,"Ameixa, calda, enlatada","Frutas e derivados",52.174,182.84662,765.03025808,0.408333333333333,"Tr","NA",46.8926666666667,0.517,0.525,13.151,9.96433333333333,0.103333333333333,20.937,2.15333333333333,2.70433333333333,221.193,0.027,0.136333333333333,"NA","","","Tr",0.233,0.37,"Tr",4.26966666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
172,"Ameixa, crua","Frutas e derivados",84.77,52.5424826086957,219.837747234783,0.771739130434783,"Tr","NA",13.8515942028986,2.43333333333333,0.596666666666667,5.72,5.47666666666667,0.03,13.9166666666667,0.103333333333333,"Tr",134.053333333333,0.056666666666667,0.05,"NA",27.2083333333333,13.6041666666667,0.07,"Tr",0.03,"Tr",7.63,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
173,"Ameixa, em calda, enlatada, drenada","Frutas e derivados",50.3393333333333,177.359185315371,742.07083135951,1.025,0.280333333333333,"NA",47.658,4.54666666666667,0.697333333333333,39.237,14.491,0.197333333333333,26.0736666666667,2.69766666666667,2.79033333333333,263.261333333333,0.160666666666667,0.201333333333333,"NA","","","Tr",0.223333333333333,0.083333333333333,"Tr",5.15166666666667,0.1,"Tr",0.1,"","",0.07,0.02,0.01,"","","","",0.03,0.01,0.07,0.01,"","","","","","","","","","","","","","","","","","","","","","","",""
174,"Atemóia, crua","Frutas e derivados",72.736,96.9715874479214,405.729121882103,0.970833333333333,0.300333333333333,"NA",25.3321666666667,2.13533333333333,0.660666666666667,22.766,24.8353333333333,0.159333333333333,23.3646666666667,0.164166666666667,0.785,300.012666666667,0.173,0.187666666666667,"NA","","",0.093333333333333,0.07,0.07,1.58,10.1466666666667,0.1,"Tr",0.1,"","",0.09,0.03,"Tr","Tr","Tr","","",0.01,"",0.06,0.04,"","","","","","","","","","","","","","","","","","","","","","","",""
175,"Banana, da terra, crua","Frutas e derivados",63.8766666666667,128.024452173913,535.654307895652,1.43478260869565,0.24,"NA",33.6652173913044,1.52666666666667,0.783333333333333,4.151,23.7866666666667,0.163333333333333,25.5166666666667,0.293333333333333,"Tr",328.03,0.053333333333333,0.16,"NA",238.833333333333,119.416666666667,0.03,0.02,0.14,"Tr",15.7466666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
176,"Banana, doce em barra","Frutas e derivados",21.126,280.105192550639,1171.96012563188,2.16875,0.05,"NA",75.6665833333333,3.83333333333333,0.988666666666667,11.9503333333333,49.194,0.839333333333333,36.876,0.613,9.88233333333333,518.25,0.164666666666667,0.302,"NA",27.3555555555556,13.6777777777778,0.03,"Tr",0.056666666666667,1.41,"Tr","","","","","","","","","","","","","","","","","","","","","","",0.00448392,0.00786804872,0.0187660844,0.0385252252,0.00367742430104,0.00356357344,0.0203064428,0.0124261732,0.0143186512,0.0265711824,0.0112001288,0.0280754936,0.0207231836,0.0801219356,0.0889517412,0.000832576024,0.00475154848,0.0272758612
177,"Banana, figo, crua","Frutas e derivados",70.074,105.08265,439.6658076,1.13125,0.141666666666667,"NA",27.8044166666667,2.8,0.848666666666667,6.35633333333333,30.1613333333333,0.213666666666667,15.8216666666667,0.198,"Tr",386.591666666667,0.064,0.122666666666667,"NA","","",0.09,"Tr",0.03,"Tr",17.4966666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
178,"Banana, maçã, crua","Frutas e derivados",75.23,86.8053304347826,363.19350253913,1.7536231884058,0.06,"NA",22.3363768115942,2.59333333333333,0.62,3.22,23.6866666666667,0.596666666666667,28.6833333333333,0.203333333333333,"Tr",264.386666666667,0.11,0.12,"NA",6.41666666666667,3.20833333333333,"Tr","Tr",0.143333333333333,"Tr",10.4666666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
179,"Banana, nanica, crua","Frutas e derivados",73.7966666666667,91.528847826087,382.956699304348,1.39855072463768,0.116666666666667,"NA",23.848115942029,1.94666666666667,0.84,3.41666666666667,27.7966666666667,0.14,26.72,0.346666666666667,"Tr",376.47,0.103333333333333,0.176666666666667,"NA",13.625,6.8125,"Tr",0.02,0.143333333333333,"Tr",5.86,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
180,"Banana, ouro, crua","Frutas e derivados",68.1766666666667,112.366047826087,470.139544104348,1.48188405797101,0.21,"NA",29.3414492753623,1.95333333333333,0.79,3.18666666666667,28.3833333333333,0.09,22.27,0.336666666666667,"Tr",354.81,0.076666666666667,0.256666666666667,"NA",49.7083333333333,24.8541666666667,"Tr","Tr",0.143333333333333,"Tr",7.55666666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
181,"Banana, pacova, crua","Frutas e derivados",77.7106666666667,77.9095279250741,325.97346483851,1.22708333333333,0.079,"NA",20.3125833333333,2.03033333333333,0.670666666666667,5.49033333333333,30.4123333333333,0.407333333333333,19.753,0.374666666666667,0.938666666666667,267.35,0.064333333333333,0.135333333333333,"NA","","",0.05,0.03,0.17,"Tr","Tr","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
182,"Banana, prata, crua","Frutas e derivados",71.8633333333333,98.2497021739131,411.076753895652,1.26811594202899,0.065,"NA",25.956884057971,2.04333333333333,0.846666666666667,7.56333333333333,26.29,0.416666666666667,22.1966666666667,0.38,"Tr",357.676666666667,0.053333333333333,0.146666666666667,"NA",32.4166666666667,16.2083333333333,"Tr",0.02,0.1,"Tr",21.59,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
183,"Cacau, cru","Frutas e derivados",79.2086666666667,74.29148,310.83555232,0.954166666666667,0.144,"NA",19.4111666666667,2.189,0.282,12.1046666666667,24.6163333333333,0.035,9.33733333333333,0.258333333333333,0.700333333333333,71.644,0.146666666666667,0.587666666666667,"NA","","",0.246666666666667,"Tr",0.04,"Tr",13.5633333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
184,"Cajá-Manga, cru","Frutas e derivados",86.8943333333333,45.5809687737227,190.710773349256,1.27916666666667,"Tr","NA",11.4341666666667,2.57533333333333,0.378,12.744,11.284,0.049666666666667,24.4696666666667,0.154333333333333,1.43866666666667,119.399,0.024333333333333,0.181,"NA","","",0.11,"Tr",0.05,"Tr",26.6966666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
185,"Cajá, polpa, congelada","Frutas e derivados",92.4436666666667,26.3322693110506,110.174214797436,0.589583333333333,0.167666666666667,"NA",6.37441666666666,1.36,0.424666666666667,9.16066666666667,7.17133333333333,0.07,25.655,0.322333333333333,6.945,148.075,0.098666666666667,0.054,"NA",106,53,0.04,"Tr","Tr","Tr","Tr","","","","","","","","","","","","","","","","","","","","","","",0,"a",0.021099584,0.035445648,0.034838848,0.0056871592,0.003402508,0.018780952,0.01698056,0.026299696,0.033677728,0.0068286648,0.061835544,0.065947024,0.081717264,0.021965176,0.022443072,0.024876832
186,"Caju, cru","Frutas e derivados",88.11333,43.0650685217391,180.184246694956,0.971014492753623,0.33,"NA",10.2889888405797,1.68,0.296666666666667,1.41666666666667,10.11,0.12,15.6366666666667,0.153333333333333,2.96666666666667,123.86,0.073333333333333,0.09,"NA",14.666,7.333,"Tr","Tr","Tr","Tr",219.333333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
187,"Caju, polpa, congelada","Frutas e derivados",89.817,36.56868,153.00335712,0.48125,0.154,"NA",9.35074999999999,0.814666666666667,0.197,0.839333333333333,7.07166666666667,0.053666666666667,9.77333333333333,0.146666666666667,4.16166666666667,87.6633333333333,0.066666666666667,0.083666666666667,"NA",22,11,"Tr",0.023,"Tr",2.24666666666667,119.719333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
188,"Caju, suco concentrado, envasado","Frutas e derivados",88.3686666666667,45.1086266666667,188.734493973333,0.404166666666667,0.2,"NA",10.7338333333333,0.626,0.293333333333333,0.975666666666667,8.447,0.064666666666667,11.4003333333333,0.146,45.0443333333333,106.987,0.037666666666667,0.065,"NA",10,5,"Tr",0.032,"Tr","Tr",138.695333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
189,"Caqui, chocolate, cru","Frutas e derivados",79.724,71.3500181116462,298.528475779128,0.35625,0.069333333333333,"NA",19.32575,6.51766666666667,0.524666666666667,17.8483333333333,8.54733333333333,0.39,18.4296666666667,0.099,2.18333333333333,163.546333333333,"Tr",0.187,"NA","","","Tr","Tr",0.03,"Tr",29.6133333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
190,"Carambola, crua","Frutas e derivados",87.096,45.7408887934287,191.379878711706,0.870833333333333,0.177,"NA",11.4815,2.03133333333333,0.374666666666667,4.78833333333333,7.361,0.126333333333333,10.749,0.198333333333333,4.09466666666667,132.576333333333,0.077333333333333,0.24,"NA","","",0.116666666666667,"Tr","Tr","Tr",60.8666666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
191,"Ciriguela, crua","Frutas e derivados",78.685,75.59411,316.28575624,1.39791666666667,0.359666666666667,"NA",18.8574166666667,3.902,0.7,27.414,17.9633333333333,0.056666666666667,48.5993333333333,0.357333333333333,1.68233333333333,248.014666666667,0.124333333333333,0.531333333333333,"NA","","",0.143333333333333,"Tr","Tr","Tr",27.0266666666667,0.2,"Tr",0.1,"",0.01,0.11,0.02,"","Tr","Tr","","",0.02,"",0.07,0.03,"","","","","","","","","","","","","","","","","","","","","","","",""
192,"Cupuaçu, cru","Frutas e derivados",86.2306666666667,49.4225587743719,206.783985911972,1.16041666666667,0.951333333333333,"NA",10.4335833333333,3.116,1.224,13.1203333333333,18.1713333333333,0.067,21.2815,0.485666666666667,3.196,331.033333333333,0.074,0.336666666666667,"NA","","",0.366333333333333,0.0366,0.073333333333333,4.34333333333333,24.513,0.4,0.2,0.1,"","Tr",0.37,0.04,"Tr","Tr","Tr","",0.01,0.2,"",0.03,0.09,"","","","","","","","","","","","","","","","","","","","","","","",""
193,"Cupuaçu, polpa, congelada","Frutas e derivados",86.553,48.79689,204.16618776,0.84375,0.593666666666667,"NA",11.3869166666667,1.591,0.622666666666667,5.49066666666667,13.9113333333333,0.169666666666667,14.1963333333333,0.259,0.689,291.092333333333,0.139666666666667,0.151,"NA","","",0.066666666666667,0.071,0.05,"Tr",10.489,0.3,0.1,"Tr","","Tr",0.26,0.03,"Tr","Tr","Tr","","Tr",0.13,"Tr",0.01,0.03,"","","","","Tr","","","","","","","","","","","","","","","","","","",""
194,"Figo, cru","Frutas e derivados",88.1866666666667,41.4471260869565,173.414775547826,0.967391304347826,0.156666666666667,"NA",10.2459420289855,1.79333333333333,0.443333333333333,27.39,11.31,0.06,14.57,0.203333333333333,"Tr",174.42,0.13,0.09,"NA","","",0.05,"Tr","Tr","Tr",0.79,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
195,"Figo, enlatado, em calda","Frutas e derivados",48.77,184.360717391304,771.365241565217,0.561594202898551,0.15,"NA",50.3384057971015,1.97666666666667,0.18,32.6166666666667,6.85,0.160333333333333,6.25333333333333,0.503333333333333,6.87,39.35,0.25,0.09,"NA","","","Tr","Tr","Tr","Tr",5.24333333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
196,"Fruta-pão, crua","Frutas e derivados",80.869,67.04562,280.51887408,1.08125,0.189333333333333,"NA",17.1744166666667,5.54533333333333,0.686,33.6756666666667,24.033,0.044,27.3936666666667,0.230666666666667,0.799333333333333,188.126333333333,0.071666666666667,0.126,"NA","","",0.03,"Tr","Tr","Tr",9.86666666666667,0.1,"Tr","Tr","","",0.08,"Tr","Tr","Tr","Tr","","",0.02,"",0.01,0.02,"","","","","","","","","","","","","","","","","","","","","","","",""
197,"Goiaba, branca, com casca, crua","Frutas e derivados",85.69,51.737747826087,216.470736904348,0.898550724637681,0.486666666666667,"NA",12.4014492753623,6.33,0.523333333333333,5.00733333333333,7.04333333333333,0.073333333333333,16.4033333333333,0.17,"Tr",219.77,0.043333333333333,0.156666666666667,"NA","","","Tr","Tr",0.026666666666667,"Tr",99.195,0.056666666666667,"Tr",0.232,"","",0.040333333333333,0.016333333333333,"Tr","","Tr","","",0.032,"",0.232,"Tr","","","","","","","","","","","","","","","","","","","","","","","",""
198,"Goiaba, doce em pasta","Frutas e derivados",24.78,268.959826086957,1125.32791234783,0.579710144927536,0,"NA",74.1236231884058,3.73333333333333,0.516666666666667,10.06,6.48666666666667,0.108333333333333,53.57,0.4,3.7,164.806666666667,0.06,0.09,"NA",136.416666666667,68.2083333333333,0.07,"Tr","Tr","Tr",23.0566666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
199,"Goiaba, doce, cascão","Frutas e derivados",20.2606666666667,285.587792439004,1194.89932356479,0.414583333333333,0.103333333333333,"NA",78.70275,4.36666666666667,0.518666666666667,14.699,9.66833333333334,0.158666666666667,28.2043333333333,0.402333333333333,11.0293333333333,250.723333333333,0.078666666666667,0.14,"NA",50.3333333333333,25.1666666666667,"Tr","Tr","Tr",1.40666666666667,34.3266666666667,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
200,"Goiaba, vermelha, com casca, crua","Frutas e derivados",84.98,54.1699304347826,226.646988939131,1.08695652173913,0.44,"NA",13.0097101449275,6.22333333333333,0.483333333333333,4.45133333333333,6.89333333333333,0.09,15.37,0.17,"Tr",197.58,0.04,0.13,"NA",38,19,"Tr","Tr",0.03,"Tr",80.6016666666667,0.053666666666667,"Tr",0.256666666666667,"","",0.036333333333333,0.017333333333333,"Tr","","Tr","","",0.044333333333333,"",0.256666666666667,"Tr","","","","","","","","","","","","","","","","","","","","","","","",""
201,"Graviola, crua","Frutas e derivados",82.1533333333333,61.6218983766636,257.82602280796,0.845833333333333,0.21,"NA",15.8395,1.909,0.951333333333333,40.118,23.4993333333333,0.084666666666667,19.169,0.169666666666667,4.16,249.665666666667,0.039333333333333,0.126,"NA","","",0.168,0.124333333333333,0.033333333333333,"Tr",19.1373333333333,"Tr",0.1,"Tr","","",0.05,"Tr","","","","","",0.08,"",0.01,0.02,"","","","","","","","","","","","","","","","","","","","","","","",""
202,"Graviola, polpa, congelada","Frutas e derivados",89.163,38.27387,160.13787208,0.566666666666667,0.137666666666667,"NA",9.78266666666666,1.18766666666667,0.35,5.97866666666667,9.76,0.056,16.5883333333333,0.102666666666667,3.04633333333333,169.956666666667,0.061666666666667,0.053666666666667,"NA","","","Tr",0.093666666666667,"Tr","Tr",10.4753333333333,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
203,"Jabuticaba, crua","Frutas e derivados",83.6466666666667,58.05315,242.8943796,0.6125,0.128333333333333,"NA",15.2558333333333,2.299,0.356666666666667,8.348,17.7796666666667,0.297,14.5496666666667,0.094666666666667,"Tr",129.724333333333,0.071666666666667,0.283333333333333,"NA","","",0.06,"Tr","Tr","Tr",16.17,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
